road,segmentNo,chainage,lat,lon
N1,18,77.773,23.4770827,91.0789993
N1,18,77.829,23.4770271,91.07947159999999
N1,18,78.829,23.4781938,91.0889997
N1,18,79.829,23.4775549,91.09866629999999
N1,18,80.342,23.4778604,91.1036111
N1,18,80.829,23.4779993,91.10552779999999
N1,18,81.801,23.4789438,91.1177216
N1,18,81.829,23.4789716,91.11799930000001
N1,18,81.846,23.4789716,91.118166
N1,19,81.846,23.4789716,91.118166
N1,19,82.39299999999999,23.4793327,91.12347159999999
N1,19,82.829,23.4800827,91.12763819999999
N1,19,83.829,23.4767216,91.1364441
N1,19,84.829,23.468221600000003,91.1394441
N1,19,85.829,23.459583300000002,91.1421386
N1,19,85.897,23.459,91.142333
N1,20,85.897,23.459,91.142333
N1,20,86.829,23.4513056,91.1460552
N1,20,87.132,23.448833,91.14713859999999
N1,20,87.156,23.448638600000002,91.1472497
N1,20,87.366,23.446944100000003,91.1481386
N1,21,87.366,23.446944100000003,91.1481386
N1,21,87.829,23.442527399999996,91.1497774
N1,21,88.51299999999999,23.437388600000002,91.1521944
N1,21,88.51299999999999,23.437388600000002,91.1521944
N1,22,88.51299999999999,23.437388600000002,91.1521944
N1,22,89.51299999999999,23.4288882,91.1553889
N1,22,90.493,23.4236938,91.1626944
N1,22,90.521,23.4235827,91.16297220000001
N1,22,90.55799999999999,23.423416,91.16327779999999
N1,22,91.066,23.421360399999998,91.167666
N1,22,91.493,23.4195271,91.17141600000001
N1,22,91.583,23.4191382,91.1721938
N1,23,91.583,23.4191382,91.1721938
N1,23,92.12100000000001,23.4149444,91.1801382
N1,23,92.632,23.413111100000002,91.18466629999999
N1,23,92.66,23.4130556,91.1849163
N1,23,93.12100000000001,23.4125,91.1893886
N1,23,94.12899999999999,23.411305600000002,91.19888859999999
N1,23,95.156,23.4100833,91.2087778
N1,23,95.193,23.4100278,91.2090833
N1,23,96.17299999999999,23.4048056,91.2165278
N1,23,96.345,23.40375,91.2176382
N1,23,96.374,23.4035556,91.21780490000002
N1,23,97.17299999999999,23.398213447804338,91.22288776581436
N1,23,98.17299999999999,23.391527399999998,91.2292493
N1,23,98.18299999999999,23.3914441,91.22930490000002
N1,23,99.075,23.385082999999998,91.2345552
N1,23,99.09,23.3849719,91.2346108
N1,23,99.17299999999999,23.3843886,91.2351108
N1,23,100.071,23.377971600000002,91.2403608
N1,23,100.101,23.3777493,91.2405274
N1,23,100.17299999999999,23.377166,91.2409163
N1,23,101.17299999999999,23.3695827,91.24627740000001
N1,23,101.344,23.3683327,91.2471108
N1,23,102.24799999999999,23.3615278,91.2515556
N1,23,102.61399999999999,23.3586389,91.25325
N1,23,102.63799999999999,23.3584444,91.2533333
N1,23,103.24799999999999,23.3536944,91.25613890000001
N1,23,103.935,23.3486386,91.2599444
N1,23,104.24799999999999,23.3463608,91.2616944
N1,23,105.24799999999999,23.3390552,91.26722159999998
N1,23,105.69200000000001,23.3360274,91.2700549
N1,23,105.736,23.3357219,91.27030490000001
N1,23,105.87899999999999,23.334721899999998,91.27116600000001
N1,24,105.87899999999999,23.334721899999998,91.27116600000001
N1,24,106.24799999999999,23.3321938,91.2734716
N1,24,107.24799999999999,23.3246382,91.278666
N1,24,107.321,23.324166,91.27911040000001
N1,24,107.331,23.324082699999998,91.279166
N1,24,108.24799999999999,23.3171382,91.2836941
N1,24,108.51799999999999,23.314944399999998,91.2844719
N1,24,108.537,23.31475,91.2845552
N1,24,109.135,23.3096389,91.2861386
N1,24,109.24799999999999,23.3086944,91.2864163
N1,24,109.795,23.30425,91.288583
N1,24,110.24799999999999,23.3006111,91.29033299999999
N1,24,110.76700000000001,23.296083,91.2914997
N1,24,110.781,23.295971899999998,91.2915274
N1,24,111.24799999999999,23.2919163,91.2922219
N1,24,111.75,23.2876663,91.2936386
N1,24,112.24799999999999,23.283583,91.2952219
N1,24,113.022,23.2787216,91.30027779999999
N1,24,113.24799999999999,23.2768882,91.3011944
N1,24,114.24799999999999,23.268638199999998,91.30497220000001
N1,24,114.36399999999999,23.267749300000002,91.30547220000001
N1,24,114.641,23.2654444,91.3064444
N1,24,114.844,23.263666699999998,91.30675
N1,24,115.24799999999999,23.2601111,91.3072778
N1,24,115.404,23.258722199999998,91.30744440000001
N1,24,116.24799999999999,23.2511944,91.3086389
N1,24,116.42200000000001,23.249833,91.3091944
N1,24,116.60799999999999,23.248333,91.3098056
N1,24,116.631,23.2481663,91.3098889
N1,24,116.978,23.2452774,91.3110556
N1,24,117.24799999999999,23.243083,91.3119167
N1,24,117.411,23.241694100000004,91.31236109999999
N1,24,118.228,23.2344997,91.3131667
N1,24,118.24799999999999,23.234305199999998,91.3131667
N1,24,118.56299999999999,23.231499300000003,91.31322220000001
N1,24,119.01100000000001,23.2275549,91.31352779999999
N1,24,119.24799999999999,23.225388199999998,91.3135833
N1,24,119.698,23.221416,91.3137222
N1,25,119.698,23.221416,91.3137222
N1,25,120.02600000000001,23.2184993,91.31438890000001
N1,25,120.24799999999999,23.2165556,91.3149167
N1,25,120.96600000000001,23.2103056,91.31572220000001
N1,25,121.24799999999999,23.2078889,91.3159722
N1,25,122.01899999999999,23.201,91.31680490000001
N1,25,122.24799999999999,23.1990274,91.31705490000002
N1,25,123.113,23.192110800000002,91.31855490000001
N1,25,123.24799999999999,23.1909997,91.3192493
N1,25,123.771,23.1866941,91.3212493
N1,25,123.78299999999999,23.1866108,91.32127709999999
N1,25,124.24799999999999,23.1826382,91.3210827
N1,25,124.86200000000001,23.177360399999998,91.31980490000001
N1,25,125.37700000000001,23.172916,91.32052709999999
N1,25,125.92299999999999,23.168138199999998,91.3213604
N1,25,125.93700000000001,23.1680549,91.3213604
N1,25,126.37700000000001,23.1641389,91.3214993
N1,25,127.169,23.157166699999998,91.3224993
N1,25,127.37700000000001,23.1554167,91.3232771
N1,25,128.009,23.1496941,91.3254993
N1,25,128.278,23.148027399999997,91.3264993
N1,25,128.377,23.1471663,91.3266938
N1,25,128.798,23.1433886,91.326666
N1,25,129.377,23.138221899999998,91.32630490000001
N1,25,129.47899999999998,23.1374163,91.32647159999999
N1,25,130.377,23.1295827,91.3284993
N1,25,130.447,23.129082699999998,91.3287216
N1,25,131.122,23.123499300000002,91.3311382
N1,25,131.377,23.1213327,91.33205490000002
N1,25,131.625,23.1193049,91.3329993
N1,25,131.653,23.1191382,91.3330827
N1,25,132.653,23.1113611,91.3378052
N1,25,132.72799999999998,23.110805600000003,91.3381386
N1,25,133.44799999999998,23.105111100000002,91.3413608
N1,25,133.653,23.1035,91.3422497
N1,25,134.02100000000002,23.1005833,91.34377740000001
N1,25,134.571,23.0961941,91.3461108
N1,25,134.653,23.095582999999998,91.3464441
N1,25,135.341,23.0901108,91.34941629999999
N1,25,135.653,23.0876108,91.35088890000002
N1,25,135.998,23.0849719,91.35247220000001
N1,25,136.525,23.0808049,91.3548611
N1,25,136.542,23.0806938,91.35494440000001
N1,25,136.735,23.0792493,91.3558333
N1,25,137.501,23.0732493,91.3594167
N1,25,137.735,23.0712493,91.3599722
N1,25,138.01,23.0688604,91.36072220000001
N1,25,138.621,23.0636944,91.3616389
N1,25,138.639,23.063527800000003,91.3616389
N1,25,138.869,23.061472199999997,91.3616667
N1,26,138.869,23.061472199999997,91.3616667
N1,26,139.751,23.0538611,91.36372220000001
N1,26,140.251,23.047944100000002,91.3651389
N1,27,140.251,23.047944100000002,91.3651389
N1,27,140.77200000000002,23.044971899999997,91.36536109999999
N1,27,140.968,23.0427774,91.3654444
N1,27,141.304,23.0398052,91.3656111
N1,27,141.77200000000002,23.0360274,91.36575
N1,27,142.507,23.029416,91.36563890000001
N1,27,142.79399999999998,23.026971600000003,91.3655
N1,27,143.034,23.024832699999997,91.3655278
N1,28,143.034,23.024832699999997,91.3655278
N1,28,143.795,23.0193604,91.3697771
N1,28,143.946,23.0185271,91.37083270000001
N1,28,144.67,23.014083300000003,91.37597159999999
N1,28,144.795,23.0132778,91.37694379999999
N1,28,145.409,23.009555600000002,91.3813604
N1,29,145.409,23.009555600000002,91.3813604
N1,29,146.816,23.0018889,91.3920552
N1,29,147.816,22.996388600000003,91.3998052
N1,29,147.901,22.9961941,91.4005
N1,29,147.924,22.9960552,91.4006667
N1,29,148.841,22.990694100000002,91.4072222
N1,29,149.289,22.9877774,91.41
N1,30,149.289,22.9877774,91.41
N1,30,149.585,22.985888600000003,91.4120556
N1,30,149.841,22.984221899999998,91.41372220000001
N1,30,150.892,22.9774438,91.42058270000001
N1,30,151.892,22.9711382,91.4273882
N1,30,152.892,22.966333300000002,91.4356108
N1,30,153.672,22.9624167,91.44169409999999
N1,30,153.781,22.9618056,91.4424997
N1,30,153.892,22.9611667,91.44338859999999
N1,30,154.935,22.9561389,91.45177779999999
N1,30,155.935,22.9514444,91.46002779999999
N1,30,156.947,22.9479997,91.46899930000001
N1,30,157.685,22.9483608,91.4761382
N1,31,157.685,22.9483608,91.4761382
N1,31,157.947,22.9484997,91.4786938
N1,31,158.955,22.9497497,91.4883608
N1,31,159.955,22.9497774,91.49802740000001
N1,31,160.243,22.9496663,91.5007778
N1,31,160.454,22.949582999999997,91.50277779999999
N1,31,160.963,22.9482774,91.50725
N1,31,161.582,22.943944100000003,91.51086109999999
N1,32,161.582,22.943944100000003,91.51086109999999
N1,32,161.963,22.940832999999998,91.5124444
N1,32,162.963,22.932971600000002,91.51722159999998
N1,32,163.963,22.924888199999998,91.5213327
N1,32,164.963,22.916721600000002,91.5253882
N1,32,165.097,22.9156667,91.5259438
N1,32,165.325,22.9138056,91.5268604
N1,32,165.963,22.9085833,91.5294993
N1,32,166.42700000000002,22.9046667,91.53144379999999
N1,32,166.963,22.9003333,91.5333608
N1,32,167.046,22.899444100000004,91.5336108
N1,32,167.683,22.893999700000002,91.5346941
N1,33,167.683,22.893999700000002,91.5346941
N1,33,167.796,22.8929719,91.5350274
N1,33,167.9,22.8921663,91.5353052
N1,33,167.963,22.891638600000004,91.5354719
N1,33,168.963,22.8829993,91.5381663
N1,33,169.878,22.875166,91.54072190000001
N1,33,169.963,22.874443799999998,91.5409719
N1,33,170.125,22.8731382,91.54144409999999
N1,33,170.68099999999998,22.868416,91.5431663
N1,33,170.963,22.8661111,91.5439997
N1,33,171.53900000000002,22.861117723107572,91.54512584501991
N1,33,171.71599999999998,22.8595833,91.54547190000001
N1,33,171.963,22.8575556,91.54563859999999
N1,33,172.128,22.855999999999998,91.5457219
N1,33,172.24099999999999,22.8550556,91.545833
N1,33,172.963,22.8486663,91.5463608
N1,33,172.98,22.8485274,91.5463886
N1,33,172.99,22.848444100000002,91.54641629999999
N1,33,173.37,22.8452219,91.5475274
N1,33,173.61,22.8432497,91.5482219
N1,33,173.963,22.8401941,91.5490552
N1,33,174.27700000000002,22.8372497,91.5492497
N1,33,174.963,22.8313882,91.55036109999999
N1,33,175.835,22.8239438,91.5528333
N1,33,175.963,22.8228049,91.55313890000001
N1,33,176.963,22.8141389,91.5555833
N1,33,177.303,22.8110556,91.5563889
N1,33,177.709,22.808000000000003,91.5579167
N1,33,177.96099999999998,22.8059722,91.5589167
N1,33,177.963,22.805944399999998,91.5589167
N1,33,178.118,22.8045833,91.5591111
N1,33,178.963,22.797471899999998,91.56136109999998
N1,33,179.456,22.7934163,91.5633333
N1,33,179.928,22.789610800000002,91.5654444
N1,33,179.963,22.7893608,91.5655833
N1,33,180.957,22.7813327,91.5695271
N1,33,180.963,22.781221600000002,91.5695827
N1,33,180.97799999999998,22.781138199999997,91.5696382
N1,33,181.46400000000003,22.777110399999998,91.5713327
N1,34,181.46400000000003,22.777110399999998,91.5713327
N1,34,181.93900000000002,22.7732771,91.5733604
N1,34,181.963,22.7730271,91.57347159999999
N1,34,182.43200000000002,22.7693604,91.5756104
N1,34,182.43400000000003,22.7661944,91.5779993
N1,34,182.963,22.765472199999998,91.57855490000001
N1,34,183.416,22.7621944,91.5811382
N1,34,183.963,22.758527800000003,91.58452740000001
N1,34,184.783,22.7526389,91.5893608
N1,34,184.80599999999998,22.7525,91.5894719
N1,34,184.963,22.751333300000002,91.5903608
N1,34,185.195,22.749638600000004,91.5916386
N1,34,185.963,22.7435552,91.5949163
N1,34,185.995,22.743305199999998,91.5950274
N1,34,186.963,22.7349997,91.59794409999999
N1,34,186.975,22.7349163,91.5979719
N1,34,187.963,22.7263882,91.60077779999999
N1,34,188.502,22.7221104,91.6030833
N1,34,188.963,22.7185549,91.6053056
N1,34,189.22299999999998,22.7165556,91.6065556
N1,34,189.298,22.715999999999998,91.6069167
N1,34,189.513,22.7143889,91.60794440000001
N1,34,189.769,22.7124167,91.6090556
N1,34,190.37599999999998,22.7076111,91.6118056
N1,34,190.513,22.7065556,91.61236109999999
N1,34,190.581,22.706,91.6126944
N1,34,190.923,22.7033056,91.6142222
N1,34,191.304,22.7002222,91.61577779999999
N1,34,191.524,22.6984997,91.61666600000001
N1,34,192.308,22.6919719,91.61986040000001
N1,34,192.524,22.6904163,91.62052709999999
N1,34,192.622,22.689583,91.62083270000001
N1,34,193.166,22.685083,91.6228327
N1,34,193.483,22.6825549,91.6241938
N1,34,194.153,22.6769438,91.62683270000001
N1,34,194.38400000000001,22.6751382,91.6274438
N1,34,194.483,22.6743049,91.6277493
N1,34,194.60299999999998,22.6733049,91.62808270000001
N1,35,194.60299999999998,22.6733049,91.62808270000001
N1,35,194.734,22.6722493,91.6285271
N1,35,195.24,22.6678604,91.6301104
N1,35,195.61,22.6649167,91.63155490000001
N1,35,195.748,22.6638333,91.6321382
N1,35,196.28799999999998,22.6596667,91.6347219
N1,35,196.61,22.6571389,91.636333
N1,35,196.967,22.6543889,91.63813859999999
N1,35,197.176,22.652777800000003,91.6391663
N1,35,197.58700000000002,22.6494997,91.640833
N1,35,197.65400000000002,22.6489997,91.6411108
N1,35,198.11700000000002,22.645277399999998,91.6430552
N1,35,198.58700000000002,22.641582999999997,91.6451108
N1,35,199.56099999999998,22.6338608,91.64947190000001
N1,35,199.648,22.6330827,91.649833
N1,35,199.783,22.632027100000002,91.65038890000001
N1,35,200.565,22.625916,91.6541389
N1,35,200.648,22.625221600000003,91.6545278
N1,35,200.86700000000002,22.623471600000002,91.65530559999999
N1,35,201.2,22.620693799999998,91.6563611
N1,35,201.363,22.6194993,91.65688890000001
N1,35,201.38299999999998,22.6180271,91.6578333
N1,35,201.636,22.6175271,91.65825
N1,35,201.727,22.616971600000003,91.65875
N1,35,201.743,22.6168604,91.6588611
N1,35,202.355,22.6123889,91.6622222
N1,35,202.727,22.609444399999997,91.6638333
N1,35,202.799,22.6088889,91.66411109999999
N1,35,203.75099999999998,22.6015833,91.66883270000001
N1,35,203.88099999999997,22.601,91.66927709999999
N1,35,203.99599999999998,22.6000556,91.6699438
N1,35,204.045,22.599444100000003,91.6703049
N1,35,204.726,22.594221899999997,91.6737771
N1,35,204.75099999999998,22.5939997,91.6738327
N1,35,205.15900000000002,22.5907497,91.6754716
N1,35,205.916,22.584583,91.6780827
N1,35,206.033,22.5836663,91.6784716
N1,35,206.05900000000003,22.5834997,91.6785827
N1,35,206.40200000000002,22.580666,91.67994379999999
N1,36,206.40200000000002,22.580666,91.67994379999999
N1,36,206.733,22.5779438,91.68113819999999
N1,36,206.916,22.5763604,91.68180490000002
N1,36,207.293,22.5731938,91.6830827
N1,36,207.31099999999998,22.5730549,91.6831938
N1,36,207.916,22.5679716,91.6846941
N1,36,208.09400000000002,22.566472199999996,91.68516629999999
N1,36,208.36900000000003,22.5641389,91.68591629999999
N1,36,208.38299999999998,22.564,91.6859441
N1,36,208.6,22.5624722,91.6863608
N1,36,208.916,22.5594444,91.6872219
N1,36,209.855,22.551416699999997,91.6896941
N1,36,209.99900000000002,22.5503056,91.69027740000001
N1,36,210.03,22.5501667,91.69038859999999
N1,36,210.855,22.543888600000002,91.69452740000001
N1,36,210.97400000000002,22.5428608,91.69502740000001
N1,36,211.856,22.5354997,91.6979441
N1,36,211.946,22.534777399999996,91.69833299999999
N1,36,212.856,22.5273049,91.7019444
N1,36,213.813,22.519416,91.70536109999999
N1,36,213.831,22.519265407228914,91.70540328072286
N1,36,213.896,22.518721600000003,91.7055556
N1,36,214.172,22.5165556,91.7065833
N1,36,214.217,22.5161667,91.70675
N1,36,214.399,22.514722199999998,91.7074444
N1,36,214.593,22.5131389,91.7080833
N1,36,214.63400000000001,22.512777800000002,91.70822220000001
N1,36,214.896,22.510611100000002,91.7090833
N1,36,215.04,22.5094444,91.7096389
N1,36,215.05200000000002,22.5093611,91.7096944
N1,36,215.291,22.507444399999997,91.71055559999999
N1,36,215.30900000000003,22.507305600000002,91.7106389
N1,36,215.83900000000003,22.503,91.7128056
N1,36,215.896,22.5025556,91.7130556
N1,36,216.581,22.4969163,91.7155556
N1,36,216.6,22.4968052,91.7156389
N1,36,216.896,22.494583,91.7170827
N1,36,217.783,22.486944100000002,91.7192771
N1,36,217.957,22.4854163,91.7195549
N1,36,218.25400000000002,22.48280706570156,91.72005100244988
N1,36,218.855,22.4775271,91.72105490000001
N1,36,218.88,22.4773049,91.7211104
N1,36,218.96900000000002,22.476527100000002,91.7213327
N1,36,219.852,22.4694438,91.72505490000002
N1,36,219.988,22.468416,91.7255827
N1,36,220.988,22.4603056,91.72958270000001
N1,36,221.172,22.458833300000002,91.73036040000001
N1,36,221.19799999999998,22.4586389,91.73047159999999
N1,36,222.00599999999997,22.45182350044248,91.7331283022124
N1,36,223.00599999999997,22.443388600000002,91.73641629999999
N1,36,223.11,22.4424997,91.7366663
N1,36,223.141,22.4422219,91.7367497
N1,36,224.06599999999997,22.434971899999997,91.7396941
N1,36,224.203,22.4333049,91.7403608
N1,36,224.514,22.430749300000002,91.74152740000001
N1,36,224.55700000000002,22.4304438,91.7417219
N1,36,225.00599999999997,22.4269716,91.7439997
N1,36,226.00599999999997,22.4198882,91.74977740000001
N1,36,226.171,22.4185549,91.7504722
N1,36,226.209,22.4182771,91.7506667
N1,36,227.00599999999997,22.4119167,91.7543611
N1,36,227.206,22.4101111,91.7544444
N1,36,227.412,22.4084167,91.7551389
N1,36,227.41400000000002,22.408399210101013,91.75514357643098
N1,36,228.00599999999997,22.4032222,91.75652779999999
N1,36,228.40599999999998,22.3996108,91.7573333
N1,37,228.40599999999998,22.3996108,91.7573333
N1,37,228.51,22.3988608,91.7576667
N1,37,228.517,22.398805199999998,91.7576667
N1,37,229.00599999999997,22.3944997,91.7586944
N1,37,229.065,22.393777399999998,91.7588056
N1,37,229.282,22.3921108,91.75925
N1,37,229.63299999999998,22.3892497,91.7605
N1,37,229.692,22.3887497,91.7607222
N1,37,230.00599999999997,22.3861663,91.76183329999999
N1,37,230.63099999999997,22.3815271,91.76522220000001
N1,37,231.00599999999997,22.379166,91.7675827
N1,37,231.442,22.376471600000002,91.770416
N1,37,231.46099999999998,22.3762254893617,91.77054326631206
N1,37,232.00599999999997,22.369166,91.77419379999999
N1,37,232.56099999999998,22.3691382,91.777666
